lat,long,elev,timediff
399950836,-794457602,4602,0:46:00.250000
399950836,-794457602,4602,0:46:00.350000
399950836,-794457602,4602,0:46:00.450000
399950836,-794457602,4602,0:46:00.550000
399950836,-794457602,4602,0:46:00.650000
399950836,-794457602,4602,0:46:00.750000
399950836,-794457602,4602,0:46:00.850000
399950836,-794457602,4602,0:46:00.950000
399950836,-794457602,4602,0:46:01.050000
399950836,-794457602,4602,0:46:01.150000
399950836,-794457602,4602,0:46:01.250000
399950836,-794457602,4602,0:46:01.350000
399950837,-794457602,4602,0:46:01.450000
399950837,-794457602,4602,0:46:01.550000
399950837,-794457602,4602,0:46:01.650000
399950837,-794457602,4602,0:46:01.750000
399950837,-794457602,4602,0:46:01.870000
399950837,-794457602,4602,0:46:01.950000
399950837,-794457602,4602,0:46:02.070000
399950837,-794457602,4602,0:46:02.150000
399950837,-794457602,4602,0:46:02.250000
399950837,-794457602,4602,0:46:02.350000
399950837,-794457602,4602,0:46:02.450000
399950837,-794457602,4602,0:46:02.550000
399950837,-794457602,4602,0:46:02.650000
399950837,-794457602,4602,0:46:02.750000
399950837,-794457602,4602,0:46:02.860000
399950837,-794457602,4602,0:46:02.950000
399950837,-794457602,4602,0:46:03.050000
399950837,-794457602,4602,0:46:03.150000
399950837,-794457602,4602,0:46:03.250000
399950837,-794457602,4602,0:46:03.350000
399950837,-794457602,4602,0:46:03.450000
399950837,-794457602,4602,0:46:03.550000
399950837,-794457602,4602,0:46:03.650000
399950837,-794457602,4602,0:46:03.750000
399950837,-794457602,4602,0:46:03.850000
399950837,-794457602,4602,0:46:03.960000
399950837,-794457602,4602,0:46:04.050000
399950837,-794457602,4602,0:46:04.150000
399950837,-794457602,4602,0:46:04.250000
399950837,-794457602,4602,0:46:04.350000
399950837,-794457602,4602,0:46:04.450000
399950837,-794457602,4602,0:46:04.550000
399950837,-794457602,4602,0:46:04.650000
399950837,-794457602,4602,0:46:04.750000
399950837,-794457602,4602,0:46:04.850000
399950837,-794457602,4602,0:46:04.950000
399950837,-794457602,4602,0:46:05.050000
399950837,-794457602,4602,0:46:05.150000
399950837,-794457602,4602,0:46:05.250000
399950837,-794457602,4602,0:46:05.360000
399950837,-794457602,4602,0:46:05.450000
399950837,-794457602,4602,0:46:05.550000
399950837,-794457602,4602,0:46:05.650000
399950837,-794457602,4602,0:46:05.750000
399950837,-794457602,4602,0:46:05.850000
399950837,-794457602,4602,0:46:05.950000
399950837,-794457602,4602,0:46:06.050000
399950837,-794457602,4602,0:46:06.150000
399950837,-794457602,4602,0:46:06.240000
399950837,-794457602,4602,0:46:06.340000
399950837,-794457602,4602,0:46:06.440000
399950837,-794457602,4602,0:46:06.550000
399950837,-794457602,4602,0:46:06.640000
399950837,-794457602,4602,0:46:06.740000
399950837,-794457602,4602,0:46:06.840000
399950837,-794457602,4602,0:46:06.940000
399950837,-794457602,4602,0:46:07.040000
399950837,-794457602,4602,0:46:07.140000
399950837,-794457602,4602,0:46:07.290000
399950837,-794457602,4602,0:46:07.340000
399950837,-794457602,4602,0:46:07.440000
399950837,-794457602,4602,0:46:07.550000
399950837,-794457602,4602,0:46:07.640000
399950837,-794457602,4602,0:46:07.740000
399950837,-794457602,4602,0:46:07.840000
399950837,-794457602,4602,0:46:07.940000
399950837,-794457602,4602,0:46:08.040000
399950837,-794457602,4602,0:46:08.140000
399950837,-794457602,4602,0:46:08.290000
399950837,-794457602,4602,0:46:08.340000
399950837,-794457602,4602,0:46:08.440000
399950837,-794457602,4602,0:46:08.540000
399950837,-794457602,4602,0:46:08.640000
399950837,-794457602,4602,0:46:08.740000
399950837,-794457602,4602,0:46:08.840000
399950837,-794457602,4602,0:46:08.940000
399950837,-794457602,4602,0:46:09.040000
399950837,-794457602,4602,0:46:09.140000
399950837,-794457602,4602,0:46:09.290000
399950837,-794457602,4602,0:46:09.340000
399950837,-794457602,4602,0:46:09.440000
399950837,-794457602,4602,0:46:09.540000
399950837,-794457602,4602,0:46:09.640000
399950837,-794457602,4602,0:46:09.740000
399950837,-794457602,4602,0:46:09.840000
399950837,-794457602,4602,0:46:09.940000
399950837,-794457602,4602,0:46:10.040000
399950837,-794457602,4602,0:46:10.140000
399950837,-794457602,4602,0:46:10.240000
399950837,-794457602,4602,0:46:10.340000
399950837,-794457602,4602,0:46:10.440000
399950837,-794457602,4602,0:46:10.540000
399950837,-794457602,4602,0:46:10.620000
399950837,-794457602,4602,0:46:10.720000
399950837,-794457602,4602,0:46:10.820000
399950837,-794457602,4602,0:46:10.920000
399950837,-794457602,4602,0:46:11.020000
